CODIGO,correlacao_preco_volume,n_obs,DESCRICAO,NIVEL_1,receita_total
434965,-0.29426298264878376,123.0,TOALHA RST LUMINA AR/MR      3675018,"K - CAMA, MESA E BANHO",32925.375
154333,-0.29381235834713176,67.0,TACHA AZULADA         13MM 50UN 1702,Q - BASICOS CONSTRUCAO,1433.2500000000002
482628,-0.29374275060328847,24.0,PAINEL TV 1.20 DEMADERO          OFF,O - MOVEIS,12494.475
371605,-0.2937389725228062,54.0,P.SABONETE PLS. 400ML     CZ PSB 725,U - METAIS E ACESSORIOS,7639.695000000001
476719,-0.29320950102584276,124.0,TOALHA BANHAO OLIMPO         BR 1011,"K - CAMA, MESA E BANHO",64547.595
463933,-0.2928960083310452,65.0,FRIGOBAR 45L MRCO6B2         BR M220,D - ELETROS,213451.842975
427078,-0.29286736027379545,47.0,INVERS.SOLDA DIGIT RIV 122      MBIV,M - MAQUINAS E MOTORES,61396.5555
346395,-0.2926198808021227,57.0,FORNO GAS  78L EMB.  COA84BR PR M220,D - ELETROS,276745.5005
446070,-0.29246627942477854,51.0,"PORCEL.A 90X180 EPO.ROYAL BLAC3,20M2",C - PISOS E REVESTIMENTOS,169010.016
467614,-0.2923600433448356,48.0,AP.JANTAR PORC.20PC TRAVERTINO 89007,B - UTILIDADES DOMESTICAS,46462.899000000005
485531,-0.2922631970706635,51.0,TOALHA PRAIA 80X140 PORTO AZ      01,"K - CAMA, MESA E BANHO",197946.1575
452419,-0.291952844029694,132.0,POTE PLS 1.5L HERM.         CH OB300,B - UTILIDADES DOMESTICAS,47827.5315
465210,-0.29184727784979714,126.0,"CER.A 80X80 ESM.PSI80050R     2,59M2",C - PISOS E REVESTIMENTOS,498646.405005
480180,-0.29182410292307726,40.0,COND.SPLIT EVAP 9000 HJQI09  INV.180,D - ELETROS,609022.5958271562
472624,-0.2915434526958939,35.0,PAINEL TV 1.80 WALL LIMIT         NT,O - MOVEIS,32322.675
415628,-0.29129032322930876,153.0,FACA CHURRASCO LEME (AV) CZ 23180434,B - UTILIDADES DOMESTICAS,50682.99862500001
476575,-0.29119222838209785,150.0,LENCOL JG SOLTE DPL ATTUALE   SORT 4,"K - CAMA, MESA E BANHO",203115.0345
472527,-0.29110764110231796,54.0,DIVISOR USB HUB 4 SAIDAS RET.  AC064,R - ELETRONICOS,4290.72
421295,-0.29106214116442886,167.0,MESA LAT. 0.45X0.30 MDF        FD/CZ,O - MOVEIS,192818.6155
460870,-0.29066518236671035,24.0,TEXTURA GRAFIAT.RISC.PLS 25KG TRCOTA,S - TINTAS E QUIMICOS,11206.859999999999
476286,-0.2906261815303099,41.0,LENCOL JG  QUEEN DPL URBAN      4003,"K - CAMA, MESA E BANHO",25007.745000000003
470119,-0.29044512564787184,99.0,GARRAFA TERM.1L ROLHA        PT 0105,B - UTILIDADES DOMESTICAS,80001.762
165136,-0.2904397202020096,139.0,FRONHA AVULSA PRATA          BR 0001,"K - CAMA, MESA E BANHO",207186.475
449384,-0.2900677651436506,15.0,ARMARIO AEREO 0.80 2P OFW3600001598,O - MOVEIS,6279.0
480181,-0.2897239506469517,40.0,COND.SPLIT COND 9000 HJQI09  INV.180,D - ELETROS,912160.4868402681
476730,-0.2896944620039339,94.0,TOALHA RST OLIMPO            VD 1066,"K - CAMA, MESA E BANHO",9943.710000000001
366231,-0.28953226079834465,90.0,MESA ESCR.1.37X1.38 2G         BR/AM,O - MOVEIS,123718.203
162135,-0.28899637266994727,155.0,CESTA ORG. PLS 14X19CM       BR 0007,B - UTILIDADES DOMESTICAS,37764.531
472138,-0.2884382956238643,48.0,PRATO RASO CER.24CM           074212,B - UTILIDADES DOMESTICAS,23838.1185
476728,-0.28721565928486836,98.0,TOALHA RST OLIMPO            BR 1011,"K - CAMA, MESA E BANHO",20045.34
427188,-0.2871890727577846,193.0,PISO FELP.CHEVRON 60X50     AC  240,"K - CAMA, MESA E BANHO",52138.4325
476806,-0.28662992833166917,21.0,FORNO ELET.42L         FR-42 BR M127,D - ELETROS,29721.615
482892,-0.28660817695135116,29.0,CAIXA SOM BT XBOOM XL5S      PT MBIV,R - ELETRONICOS,87770.235
467131,-0.2865473984830998,164.0,FACA JG 5PC CROSS        VM 2556/376,B - UTILIDADES DOMESTICAS,65678.445
463805,-0.28600536996880976,34.0,SANDUICH.ELET.GRILL    SN-01 PT M127,D - ELETROS,19595.100000000002
474541,-0.28577698051435363,122.0,TOALHA BNH JACQUARD TRENTO        AZ,"K - CAMA, MESA E BANHO",64606.804500000006
475222,-0.2856241799785027,147.0,LUSTRE SILIC.      E27 VD CL. NE-710,I - ILUMINACAO,9824.871
455048,-0.2856047015291828,78.0,LAMP.LED  BULBO KIT03 7W BR E27 MBIV,I - ILUMINACAO,85313.65297727272
476727,-0.28558991113286586,108.0,TOALHA RST VANILLA           BG 3214,"K - CAMA, MESA E BANHO",27389.565
304421,-0.28528005698205794,52.0,PORTA-TOAL. BAR 2040 C33 P.500MM  CR,U - METAIS E ACESSORIOS,97758.654
438880,-0.2851584757131847,60.0,ARMARIO AEREO 0.80 1P        FRJ/OFW,O - MOVEIS,64351.35
469637,-0.2849589511731039,88.0,FRONHA TRAVESS.CORPO 40X130 LISA TAN,"K - CAMA, MESA E BANHO",33812.7615
451960,-0.28431126344182345,139.0,BALDE PLS 16.0L              RS 1614,B - UTILIDADES DOMESTICAS,52406.340000000004
474962,-0.28405737574257867,72.0,TOALHA BNH LAGOS            VD  1235,"K - CAMA, MESA E BANHO",12033.42
371011,-0.28399613862409684,77.0,SPOT LED EMB.ABS QD   3W     BR MBIV,I - ILUMINACAO,44117.923500000004
30503,-0.28396366249574423,145.0,CUSCUZEIRA POLIDA    N.16 9295301233,B - UTILIDADES DOMESTICAS,239113.99925000002
477323,-0.2837219177571598,55.0,TOALHA BANHAO TORONTO        BG 3144,"K - CAMA, MESA E BANHO",39706.170000000006
464730,-0.2835025509055609,48.0,ARMARIO AEREO 0.80         BR 500658,O - MOVEIS,38105.76
461398,-0.28347996416273935,67.0,COLCHA QUEEN+P.TRAV 3PC JASMINE   GF,"K - CAMA, MESA E BANHO",48011.670000000006
326263,-0.28344851242452845,211.0,SUPORTE 4X2 3MOD.  BR 850200DUALE UP,E - MATERIAIS ELETRICOS,261051.40149498908
467984,-0.28328421135177506,157.0,PANO LIMPEZA MULTIUSO 5UN     BT2077,B - UTILIDADES DOMESTICAS,16444.428
438179,-0.28321934926223313,96.0,MESA ESCR 1.20X0.76 1G 1P         CH,O - MOVEIS,140834.82
452422,-0.2831633851476182,114.0,POTE PLS 1.5L HERM.         CH OB600,B - UTILIDADES DOMESTICAS,56319.5955
470026,-0.2830365072096301,60.0,CADEIRA PRAIA AL.        VD 92900204,"L - INFANTIL, LAZER E PETS",57443.694
474248,-0.2829345522760355,127.0,BANDEJA PLS 31X2.5CM     SORT DL2044,B - UTILIDADES DOMESTICAS,15955.18575
433535,-0.28279449863407147,94.0,SACO LIXO 6L ROLO        PT/30 BT325,B - UTILIDADES DOMESTICAS,8351.0595
392031,-0.2825460763349068,132.0,TUBO ELETR.PVC      CZ    3/4     3M,E - MATERIAIS ELETRICOS,65094.9915
469103,-0.28168210072580663,113.0,TAPETE ENTR. 060X090 KILIM      SORT,V - DECORACAO,23213.925
225465,-0.28166013811825935,85.0,CHAVE FEN. RELOJOEIRO JG06      9528,F - FERRAMENTAS,7952.91
462917,-0.28152522124241697,44.0,COLCHA SOLTE+P.TRAV 2PC JASMINE AZ.P,"K - CAMA, MESA E BANHO",18800.88
481976,-0.2813435653182172,57.0,COND.SPLIT COND 9000  HIQE09 INV.201,D - ELETROS,2744103.7202486196
374664,-0.2809987048291636,81.0,PERSIANA ROLO 140X170  ZEBRA BR B102,V - DECORACAO,80878.14
470561,-0.2804986446845149,50.0,LUSTRE LED 3EM1 36W  PT LP-700P 5816,I - ILUMINACAO,34671.315
456045,-0.27994574076316764,91.0,CAIXA ORG. PLS 18X30 C/T     CZ 0126,B - UTILIDADES DOMESTICAS,15605.415
467102,-0.2798766307589736,69.0,"TINT.ACR.TQ.LUZ  BD SB  3,6L BR.NEVE",S - TINTAS E QUIMICOS,64906.233
477355,-0.27932757468107355,115.0,TOALHA JG 2PC GRECIA CINTA   VD 3074,"K - CAMA, MESA E BANHO",326630.77300000004
476583,-0.2791944195980823,94.0,COLCHA QUEEN+P.TRAV 3PC BOUTIS SORT8,"K - CAMA, MESA E BANHO",48693.435000000005
467902,-0.2790631813334345,91.0,COLCHA KING+P.TRAV 3PC MILAO  SORT.7,"K - CAMA, MESA E BANHO",64941.135
368185,-0.27892870069409825,77.0,"CER.A 46X46 PSI66110       P4 2,58M2",C - PISOS E REVESTIMENTOS,236823.24519000002
269279,-0.2788856926882882,114.0,"TINT.ACR.ACABA.MOFO FC  3,6L BR.NEVE",S - TINTAS E QUIMICOS,209218.1455
419436,-0.2788509635510489,166.0,ARAND.LED PSL.   BR 3W QD   BR 18548,I - ILUMINACAO,98342.895
415675,-0.27875656079987676,34.0,ESPELHEIRA JASMIM 80X54      AMENDOA,O - MOVEIS,19927.488
389266,-0.2787046351688547,121.0,PREGO GALV.TELHA      3.1/4X10  500G,Q - BASICOS CONSTRUCAO,28842.03
466937,-0.2785531810855447,75.0,TV LED 43 UHD SMT 4K     43UR7800PSA,R - ELETRONICOS,2730582.0169967515
460843,-0.27824432477642447,22.0,TEXTURA GRAFIAT.RISC.PLS  5KG  M.MAR,S - TINTAS E QUIMICOS,3008.7750000000005
360923,-0.27772740902150833,108.0,FITA LED 5M  IP20 6W/M   IR80 AM 12V,I - ILUMINACAO,116725.82250000001
403664,-0.27712998281107803,86.0,PANELA ANTIAD.   14       9295304945,B - UTILIDADES DOMESTICAS,20703.5325
452423,-0.27711442894812693,131.0,POTE PLS 2.3L HERM.         CH OB700,B - UTILIDADES DOMESTICAS,40074.594000000005
472612,-0.27662705616258215,67.0,MESA ESCR. 1.10X0.77 OLD      OFF/NT,O - MOVEIS,136888.325
463959,-0.27646291226931535,50.0,FREEZER HOR. 1P 100L CFA10B2 BR M220,N - INDUSTRIAL E NEGOCIOS,419277.1485
380902,-0.27595736845939267,33.0,FORNO ELET.84L EMB.  COB84AR PR 220V,D - ELETROS,184352.19600000003
462919,-0.2757302362851178,67.0,COLCHA CASAL+P.TRAV 3PC JASMINE AZ.P,"K - CAMA, MESA E BANHO",38269.875
429504,-0.27499938093466497,98.0,PLACA 4X4 2+2PST.          LGP44 POP,E - MATERIAIS ELETRICOS,3681.3
456166,-0.27483587416399435,107.0,PANELA PRESSAO ANTIAD.4.5L  VM 09741,B - UTILIDADES DOMESTICAS,60917.6505
470853,-0.2747892538670175,44.0,COND.SPLIT 12000 EVAP.AR12CV INV.171,D - ELETROS,657852.4933147059
393100,-0.2747369748598063,20.0,"REVEST.A 10X20 PARIS CHARB    0,37M2",C - PISOS E REVESTIMENTOS,26211.8619
439714,-0.27473265977416417,37.0,FURAD.3/8 IMP. 05BRC+CX  TM500CB 110,F - FERRAMENTAS,41262.06
460283,-0.2741828797636451,39.0,LAV.ROUPA 17KG BWK17ABANA  BR M220V,D - ELETROS,850912.503
475773,-0.27399907135858936,10.0,"PORCEL.A 74X74 ESM.KHAL.GR AC 1,62M2",C - PISOS E REVESTIMENTOS,24042.1041
479557,-0.27352156293575797,66.0,"PORCEL.A 26X106 ESM.AVE.CR SAT2,00M2",C - PISOS E REVESTIMENTOS,162040.809
421752,-0.27333586905296364,65.0,XICARA CHA CER.200ML C/P    VM 88338,B - UTILIDADES DOMESTICAS,32949.042
480511,-0.2730868381912746,119.0,MOEDOR PIMENTA/SAL MAD.21CM    13371,B - UTILIDADES DOMESTICAS,23399.061
447235,-0.2728352598283895,142.0,LUSTRE MET.      PA-02  6LP  DO 5078,I - ILUMINACAO,355679.5935
473627,-0.2728227008764384,142.0,POTE PLS SANDUICHE      RS SR684/550,B - UTILIDADES DOMESTICAS,11284.063
480680,-0.2725040799877694,38.0,REFRIG. 2P 391L FF RT38DG61  IX MBIV,D - ELETROS,1817768.4124923078
470177,-0.272451568520288,51.0,LAV.ROUPA 13.0KG BWK13AB     BR M127,D - ELETROS,1649836.4358
412014,-0.27218628312629,42.0,COLHER MESA IX/PLS BAMBU 6PC    7383,B - UTILIDADES DOMESTICAS,2954.1749999999997
457625,-0.27188932828935475,89.0,LUMI.LED SOB.BALIZ.  2W IP20 AM MBIV,I - ILUMINACAO,30732.66
477698,-0.27140469366030884,156.0,POTE VID. 150ML C/TRAVA        83014,B - UTILIDADES DOMESTICAS,14205.103500000001
468001,-0.2714003988217257,113.0,BANQUETA PLS ICARAI               TC,O - MOVEIS,71055.19750000001
458853,-0.2713964234668816,115.0,LENCOL JG CASAL ESSENCIALE    SORT.1,"K - CAMA, MESA E BANHO",154260.47
421741,-0.2712197245942122,67.0,PRATO SMES.CER.19CM         VM 88337,B - UTILIDADES DOMESTICAS,28673.60825
32394,-0.27116485321323985,53.0,BOMBA VIBRATORIA ECCO           M220,M - MAQUINAS E MOTORES,43090.131
466706,-0.27112642063633174,111.0,COPO APERIT.VID.95ML         1096889,B - UTILIDADES DOMESTICAS,14209.156500000001
301252,-0.2708738324032013,77.0,DUCHA FIT   EL. BR    6800W 657 M220,U - METAIS E ACESSORIOS,219859.1605
347263,-0.27069042390928105,75.0,"CER.A 46X46 PSI66010       P4 2,58M2",C - PISOS E REVESTIMENTOS,302811.23439
471076,-0.27043175973196093,68.0,MESA EXT 1.35X1.85 C/PES RIPADOS  OF,O - MOVEIS,267949.08
439243,-0.27031672011794516,34.0,LIQUID.5V 1200W    RI2240/91 PT M127,D - ELETROS,65610.573
471923,-0.2699879913602848,192.0,ARAND.LED SOB. SIERRA  6W BR AM MBIV,I - ILUMINACAO,387632.20825
465979,-0.2699580876322938,19.0,PANELEIRO 70CM 2P/2G    BR/NT 500693,O - MOVEIS,50900.52450000001
392149,-0.26981795539226533,108.0,GUARDANAPO TEC.GOURMET    BG 3374735,B - UTILIDADES DOMESTICAS,27913.55
146397,-0.26971416490954875,116.0,"TINT.ACR.LIMP.FACIL SB  3,6L BR.NEVE",S - TINTAS E QUIMICOS,87788.232
446279,-0.26970524626468056,126.0,LIXEIRA PIA PLS 2.5L         BR 0007,B - UTILIDADES DOMESTICAS,43923.915
336768,-0.26938014882976696,22.0,ESMERILHA.ANG 4.1/2 700W 9002AL  127,F - FERRAMENTAS,59528.595
450850,-0.26874841792925186,162.0,TOALHA RST COSMOPOLITAN  OFF-WHI 403,"K - CAMA, MESA E BANHO",30146.760000000002
464396,-0.2686945299860001,118.0,SACO LIXO 100L ROLO       PT/25 4886,N - INDUSTRIAL E NEGOCIOS,65560.88
469359,-0.26844085020190217,87.0,COPO LONG VID.350ML 06PC       20500,B - UTILIDADES DOMESTICAS,50007.1005
481696,-0.26789820263109465,90.0,TV LED 50 UHD SMT 4K   UN50DU7700GXZ,R - ELETRONICOS,4240884.91955
466373,-0.26743722548871884,29.0,RIPADO ENC.280X12 GOLD      01809 UN,C - PISOS E REVESTIMENTOS,27094.620000000003
481487,-0.26740659422335616,49.0,SPOT LED EMB.ABS RD   3W     NE MBIV,I - ILUMINACAO,17586.667
472133,-0.2670751121699623,76.0,PRATO SMES.CER.18CM           102548,B - UTILIDADES DOMESTICAS,23921.903075
481973,-0.26704861178009265,57.0,COND.SPLIT EVAP 9000  HIQI09 INV.201,D - ELETROS,1822581.945025738
475211,-0.26675554006772334,69.0,BUFFET 1.59X0.45 2P ALDO     AMD/OFF,O - MOVEIS,206172.54
461662,-0.2667287252506728,110.0,CABIDE ROUPA AD.PLS.42CM 3PC BR 4007,B - UTILIDADES DOMESTICAS,24116.085
479111,-0.2666677673379941,124.0,TOALHA JG COSMOP. 4PC   OFWH/VD 1178,"K - CAMA, MESA E BANHO",65741.235
487586,-0.26585886041139206,24.0,COND.SPLIT 12000 COND.GWC12  INV.208,D - ELETROS,952697.3740987763
420147,-0.26499862592730683,110.0,SUPORTE COND.SPLIT 18000/30000 500MM,D - ELETROS,54826.135
468853,-0.2648206113793646,43.0,FRITAD.ELET.6L AFN-60-BI     PT M220,D - ELETROS,207809.31908333334
442061,-0.26454728400627225,146.0,TV LED 43 FHD SMT        43LM6370PSB,R - ELETRONICOS,6150607.089360335
467965,-0.26444977074868076,87.0,COND.SPLIT 12000 COND.38AGVC INV.158,D - ELETROS,1714187.0494603168
417810,-0.2643399955906991,209.0,SENSOR PRESEN.FRONT.SOB. 110G     BR,E - MATERIAIS ELETRICOS,322515.375
442253,-0.2643297534614296,34.0,LAV.ROUPA 17KG DIG LEC17     BR M220,D - ELETROS,376072.221
460610,-0.264133046891157,67.0,ALMOFADA 40X40 FUTTON    ARDOSIA 165,V - DECORACAO,14898.87
341154,-0.26410405048191227,114.0,TORNEIRA PIA COZ. B.MOV.  C21     CR,U - METAIS E ACESSORIOS,290134.75365
467964,-0.26392644044886227,86.0,COND.SPLIT 12000 EVAP.42AGVC INV.158,D - ELETROS,784437.5783887783
401233,-0.263697649660685,41.0,FECH.DIG.SOB.                 FPS201,"G - PORTAS, JANELAS E FECHADURAS",50707.65
450661,-0.26363087439374044,186.0,NICHO HEXAGONAL 45X10X40    PINUS/BR,O - MOVEIS,78815.1
450833,-0.2632017993815382,130.0,TOALHA BNH COSMOPOLITAN  OFF-WHI 403,"K - CAMA, MESA E BANHO",37928.1
411929,-0.26286518618353444,16.0,ESTUFA 10 BAND. DP VR EVR  10BD M127,N - INDUSTRIAL E NEGOCIOS,26229.63
485638,-0.26278567244026885,20.0,"PORCEL.C 74X74 ESM.MUNA.BR EXT1,62M2",C - PISOS E REVESTIMENTOS,97937.45640000001
416322,-0.26278394587026976,74.0,CANECA ESMALT.240ML        VM 646924,B - UTILIDADES DOMESTICAS,16041.188624999999
439715,-0.26229187748869087,80.0,FURAD.3/8 IMP. 05BRC+CX  TM500CB 220,F - FERRAMENTAS,94350.06
464040,-0.2618109249829495,62.0,FRIGOBAR 67L MDRD108FGA012   BR M220,D - ELETROS,273138.34975
467349,-0.2617522544038831,116.0,ARARA ROUPEIRO MET. 1.58     PT 0012,O - MOVEIS,78388.9155
461555,-0.2616952393175407,96.0,P.SABONETE PLS 350ML FLORA  VD 10478,U - METAIS E ACESSORIOS,13828.5
424119,-0.26148679513252077,110.0,"TINT.ACR.SELA.PINTA FC 18,0L BR.NEVE",S - TINTAS E QUIMICOS,165581.85
484142,-0.2612274941268188,113.0,TABUA PASSAR MANGA 8X60        AC996,B - UTILIDADES DOMESTICAS,19475.820000000003
476293,-0.26119058617165986,42.0,LENCOL JG  KING DPL NINHO       5002,"K - CAMA, MESA E BANHO",20571.495
475936,-0.2610931893645748,61.0,ESCORREDOR PRATO BAMBU 35CM    64395,B - UTILIDADES DOMESTICAS,18499.369000000002
453457,-0.26077485735471373,82.0,FERRO PASSAR VAP. F-53    AZ/PT M220,D - ELETROS,55631.5095
458440,-0.26061328853604476,14.0,COND.SPLIT 12000 COND.VUFE12     126,D - ELETROS,31533.705
463938,-0.2605152939377591,25.0,FRIGOBAR 124L MRC12B2        BR M127,D - ELETROS,85790.7225
462838,-0.26001581235048055,211.0,DISJ.UNIP.C DIN  25A       GII-C025A,E - MATERIAIS ELETRICOS,237564.20551666667
462921,-0.25968453165161537,40.0,COLCHA KING+P.TRAV 3PC JASMINE  AZ.P,"K - CAMA, MESA E BANHO",24090.055500000002
441780,-0.2590691844584397,105.0,RALO PLS PISO LINE.PVC SIF.OCUL.50CM,H - TUBOS E CONEXOES,51298.485
457867,-0.25875808932202216,111.0,PANO COPA P/BORDAR PAPAIA BR 3891152,"K - CAMA, MESA E BANHO",17844.75
456384,-0.25833453988629457,127.0,TACA AGUA/VINHO VID. 610ML   1080823,B - UTILIDADES DOMESTICAS,69729.88575
461356,-0.25825035311122063,80.0,COLCHA SOLTE+P.TRAV 2PC JASMINE   CQ,"K - CAMA, MESA E BANHO",26973.975000000002
462460,-0.2582428367233776,38.0,COLCHA KING+P.TRAV 3PC SIENA      VD,"K - CAMA, MESA E BANHO",13545.0
467730,-0.2582337549330726,164.0,P.DETERGENTE PLS 500ML      CZ 17008,B - UTILIDADES DOMESTICAS,64645.2975
466741,-0.25809429940261347,125.0,GUARDANAPO TEC.04UN         BR 48302,B - UTILIDADES DOMESTICAS,65601.452
381557,-0.2579770059552061,35.0,PNEU 205/60R16 EFFICIENTSUV   108022,A - AUTOMOTIVO,104084.9145
458458,-0.2578640388298088,74.0,TRILHO LED KIT 3 SPOT AM  6W PT MBIV,I - ILUMINACAO,124178.46
472141,-0.25757446001895007,106.0,PRATO RASO CER.24CM        AZ 022538,B - UTILIDADES DOMESTICAS,45627.095499999996
451868,-0.25705390145055634,44.0,PANELA JG AL/VD.07PC     VM 7301/402,B - UTILIDADES DOMESTICAS,36936.0705
464095,-0.2568594782763508,125.0,LENCOL JG SOLTE MICROTEC      SORT 3,"K - CAMA, MESA E BANHO",133366.905
475217,-0.2566412046553181,103.0,LUSTRE SILIC.          E27 AZ NE-705,I - ILUMINACAO,6487.194
446662,-0.2565487341204975,64.0,"REVEST.A 30X90 TREVI ORO AC   1,62M2",C - PISOS E REVESTIMENTOS,97396.47036
380538,-0.2564861024026703,110.0,VENT.TET.3P LED    CV3 FENIX BR M220,D - ELETROS,131094.348
475512,-0.2563598371697866,105.0,XICARA CAFE VID.70ML 04PC    1109151,B - UTILIDADES DOMESTICAS,18106.767000000003
481001,-0.2562452315957366,88.0,"FITA LED 5M  IP44 4,8W/M BR      12V",I - ILUMINACAO,31858.47
450311,-0.25612461153313576,92.0,"CER.A 46X46 PSI67020       P4 2,58M2",C - PISOS E REVESTIMENTOS,1544917.1167786364
476625,-0.2558163716327068,120.0,TOALHA BNH INF. MEOW            3739,"K - CAMA, MESA E BANHO",21792.24075
434971,-0.2556290252581639,173.0,TOALHA RST LUMINA NAVAL/AZ   3675255,"K - CAMA, MESA E BANHO",39441.087
412038,-0.2552533896556457,31.0,COLHER CHA IX/PLS BAMBU 06PC    7388,B - UTILIDADES DOMESTICAS,2197.755
388737,-0.25523815905518143,55.0,"PORCEL.A 58X58 ESM.LILLE BG AC1,68M2",C - PISOS E REVESTIMENTOS,140220.51876
403409,-0.2546475793396694,133.0,FITA LED 5M  IP20 5W/M   IR70 AM 12V,I - ILUMINACAO,241893.2355
467402,-0.2544026075907127,121.0,SERRA CIRC.BANC.10 1800W SST1801 220,M - MAQUINAS E MOTORES,462200.256
400420,-0.2535338458808428,96.0,MESA ESCR.1.20X0.76 1G/1P        MEL,O - MOVEIS,202358.247
419719,-0.2534580241521585,30.0,FORNO MICR.27L 1250W MS37R   PR M127,D - ELETROS,143838.345
470328,-0.25256076388334864,189.0,PORTA-SHAMPOO BOX      PT     OR0174,U - METAIS E ACESSORIOS,141225.945
472102,-0.2523700593758321,63.0,PRATO SMES.CER.18CM           102554,B - UTILIDADES DOMESTICAS,18040.17075
423006,-0.25227570843089686,62.0,TACA CERVEJA CRIST.380ML        5172,B - UTILIDADES DOMESTICAS,10133.655
464364,-0.25216438408659575,73.0,ORGANIZADOR GAVET. 34X20  RSQ OL1050,B - UTILIDADES DOMESTICAS,9282.084
444085,-0.2520974569870291,60.0,TAMPA P/ CAIXA DE AR COND 52X65   BR,D - ELETROS,37943.5455
385312,-0.25203754737812967,144.0,FITA EMPACOTAMENTO 45MMX45M  MR 9181,S - TINTAS E QUIMICOS,64330.41
486509,-0.2520054223336331,109.0,TOALHA BNH LINEA               BR 01,"K - CAMA, MESA E BANHO",128877.1575
452177,-0.2518284815130612,34.0,LUSTRE ACO/VID.RICKO   5LP   PT 0004,I - ILUMINACAO,17313.870000000003
480823,-0.25179202965710074,17.0,COND.SPLIT 18000 COND.S3UW18 Q/F 191,D - ELETROS,194469.1049
311139,-0.2517274741091388,171.0,LIXEIRA ESCR.ACO 16.5L    PT OR98410,B - UTILIDADES DOMESTICAS,80499.96500000001
475216,-0.25129414067804234,77.0,LUSTRE SILIC.          E27 AM NE-704,I - ILUMINACAO,5303.613
476923,-0.2511217138856787,153.0,TOALHA RST LUMINA         RS 60238/8,"K - CAMA, MESA E BANHO",33041.001000000004
431538,-0.2496268844719378,119.0,MESA SALA 1.30X0.78 AURORA     NT/PT,O - MOVEIS,407929.78975
450660,-0.24851161905492097,176.0,NICHO TRIANGULAR 37X10X40   PINUS/PT,O - MOVEIS,57000.72
470857,-0.2484224924537554,44.0,COND.SPLIT 12000 COND.AR12CV INV.171,D - ELETROS,1531598.091089706
483700,-0.24813621033108046,57.0,"PORCEL.A 60X60 ESM.MUNA.CI.EXT1,80M2",C - PISOS E REVESTIMENTOS,290829.231
328005,-0.24807631247694967,96.0,LIXEIRA ESCR.ACO 8.5L     PR OR98011,B - UTILIDADES DOMESTICAS,67157.09
480820,-0.24786626599148773,24.0,COND.SPLIT 12000 COND.S3UW12 Q/F 190,D - ELETROS,187758.3715
165969,-0.24782093096417915,38.0,JUNCAO ESGOTO REDUCAO   100MM X 50MM,H - TUBOS E CONEXOES,12432.945
459105,-0.2477950724170351,103.0,TOALHA JG 2PC FLORE. CINTA ROSA ROMA,"K - CAMA, MESA E BANHO",71966.391
472115,-0.24766013948251403,85.0,PRATO SMES.CER.18CM           092778,B - UTILIDADES DOMESTICAS,24370.205125
475215,-0.2475452210420994,157.0,LUSTRE SILIC.          E27 VM NE-703,I - ILUMINACAO,11531.7405
480819,-0.24744699290241426,24.0,COND.SPLIT 12000 EVAP.S3NW12 Q/F 190,D - ELETROS,141621.2875
452172,-0.24743395444973668,128.0,LUSTRE PLS.SIDES BR 1LP    140270002,I - ILUMINACAO,117776.785
456648,-0.2473100340837531,57.0,BOMBA P/SUCCAO GARRAFAO       DL1205,B - UTILIDADES DOMESTICAS,12527.130000000001
479084,-0.247221128292748,71.0,CORTINA 240X170 RUST S.FRAN   BG/LNH,V - DECORACAO,69824.05500000001
389265,-0.24674319340427892,159.0,PREGO GALV.TELHA      2.1/2X10  500G,Q - BASICOS CONSTRUCAO,54916.575
431654,-0.24670239073659656,164.0,TAPETE BANH.TEC.050X070 DALLAS SORT2,U - METAIS E ACESSORIOS,146680.11750000002
422474,-0.24587305457285583,141.0,PRATELEIRA 0.60X0.20 MDF C/SUP.BR/CM,O - MOVEIS,40679.94
464521,-0.24536041203162626,54.0,CUBA LOC.APOIO RED.    D1       BEGE,W - LOUCAS E PIAS,39810.225000000006
464059,-0.2453045908311632,67.0,LUSTRE SISAL 1LP E27           PS-01,I - ILUMINACAO,44586.885
474978,-0.24486696892788512,139.0,TOALHA BNH LIZZIE             BR 001,"K - CAMA, MESA E BANHO",54256.7655
479109,-0.24465330405247507,110.0,TOALHA JG COSMOP.4PC    AZMR/AZ 2691,"K - CAMA, MESA E BANHO",56256.270000000004
466684,-0.24381607736490943,139.0,CANECA CAFE VID.263ML        1092542,B - UTILIDADES DOMESTICAS,21082.7925
477745,-0.2435713655713397,127.0,ESPATULA BOLO IX 27CM           2915,B - UTILIDADES DOMESTICAS,24081.5085
470560,-0.24355786829091428,77.0,LUSTRE LED 3EM1 36W  DO LP-700D 5815,I - ILUMINACAO,76238.82
462744,-0.24341361263924152,15.0,DEPURAD.6B 90CM TOUCH  DV91T PT M127,D - ELETROS,30334.08
459102,-0.24324656278040896,107.0,TOALHA JG 2PC FLORE. CINTA MAR MEDIT,"K - CAMA, MESA E BANHO",82034.0265
446278,-0.24305924598868286,162.0,P.DETERGENTE PLS 500ML      BR 17008,B - UTILIDADES DOMESTICAS,49756.875
378062,-0.24212027485772128,112.0,COPO PLS 275ML              CZ 10202,B - UTILIDADES DOMESTICAS,9013.431
434963,-0.2414411088029354,177.0,TOALHA RST LUMINA CZ MINERAL 3675115,"K - CAMA, MESA E BANHO",41452.278
