CODIGO,DESCRICAO,NIVEL_1,estoque_parado_total,lojas_com_estoque_parado,receita,qtd_vendida
94491,INT.PAR.CJ.1P 10AVERT.611101 PLUS,E - MATERIAIS ELETRICOS,10.0,2,6918.135,181.0
417901,PORTA-SHAMPOO REGISTRO PT       0008,U - METAIS E ACESSORIOS,10.0,1,31210.725,575.0
360923,FITA LED 5M  IP20 6W/M   IR80 AM 12V,I - ILUMINACAO,10.0,1,116725.8225,961.0
251583,"LIQUID.INDL 1,5L AL.ROT.     LT M220",N - INDUSTRIAL E NEGOCIOS,10.0,3,40629.015,58.0
167032,ESTUFA  4 BAND SP VC         W4 M127,N - INDUSTRIAL E NEGOCIOS,10.0,1,11702.145,22.0
452438,COND. SPLIT 9000 COND 38TVC INV. 111,D - ELETROS,10.0,4,22265.964,17.0
466126,CADEIRA POLIP ALICE               VD,O - MOVEIS,10.0,1,249956.5425,1066.0
354090,PANO AMER.PVC RET.BRILHO   VM 050105,B - UTILIDADES DOMESTICAS,10.0,2,3052.6755,218.0
352963,PIA SINT.150X054 MR IMP     PI154-MI,W - LOUCAS E PIAS,10.0,5,19820.43,33.0
446697,BALCAO COZ. MDF CANTO FRJ/GRF 500341,O - MOVEIS,10.0,7,5993.4,11.0
436182,PANELA PRESSAO ANTIAD.3L   VM 097040,B - UTILIDADES DOMESTICAS,10.0,1,83558.9265,376.0
432016,CONSERV.HOR 2P 325L      ECH350 M127,N - INDUSTRIAL E NEGOCIOS,10.0,2,52871.857500000006,14.0
432749,TORNEIRA FILT.PARE.TIV.CR  ECO 1183,U - METAIS E ACESSORIOS,10.0,2,131363.61000000002,399.0
432696,FRONHA XUXAO PERCAL 180FIOS GF 02296,"K - CAMA, MESA E BANHO",10.0,2,25773.615,507.0
458439,COND.SPLIT 12000 EVAP.VUFI12     126,D - ELETROS,10.0,6,21985.215,32.0
455219,REFRIG. 2P 260L DF     DC35A BR M127,D - ELETROS,10.0,2,59341.905000000006,22.0
146361,"TINT.ACR.DELANIL    FC  3,6L B.GARAN",S - TINTAS E QUIMICOS,10.0,2,31641.12,319.0
201612,CX.ACOPL CARRARA CD11F DUA EBANOEB95,W - LOUCAS E PIAS,10.0,7,11733.12,9.0
469259,TESOURA P/FRANGO 23CM            440,B - UTILIDADES DOMESTICAS,10.0,2,14260.3755,375.0
471999,LENCOL JG KING DPL LEMOS        3012,"K - CAMA, MESA E BANHO",9.0,2,10018.785,49.0
458441,COND.SPLIT 9000 COND.VUFE09      125,D - ELETROS,9.0,5,89582.85,89.0
458440,COND.SPLIT 12000 COND.VUFE12     126,D - ELETROS,9.0,4,31533.705,27.0
202150,CUBA LOC.APOIO C/MESA Q6  173068PG59,W - LOUCAS E PIAS,9.0,3,14969.325,33.0
55460,LAVAT.LOC.M.CARLO L81      GELO GE17,W - LOUCAS E PIAS,9.0,4,28439.88,53.0
432017,CONSERV.HOR 2P 468L      ECH500 M220,N - INDUSTRIAL E NEGOCIOS,9.0,6,432025.6605,113.0
461878,LAV.ROUPA 18.0KG NA-F180P7TA TI M127,D - ELETROS,9.0,2,44566.2,14.0
356358,ESTUFA 10 BAND DP VC ACL 5810PR M220,N - INDUSTRIAL E NEGOCIOS,9.0,7,17820.9045,16.0
402876,"LIQUID.INDL 1,75L AL.ROT. SPL38 M220",N - INDUSTRIAL E NEGOCIOS,9.0,3,53717.16,105.0
468910,TOALHA RST LUMINA    EUCALIPTO 40239,"K - CAMA, MESA E BANHO",9.0,1,28546.245000000003,771.0
361411,BACIA SNT.ACESSO CONF.S/ABERT.  BR01,W - LOUCAS E PIAS,9.0,2,92447.25,151.0
463714,CAPACETE  P/MOT. RAZOR SOL.    PT 56,A - AUTOMOTIVO,9.0,6,9828.9345,23.0
415081,LUSTRE PALHA TACA           VP6075-4,I - ILUMINACAO,9.0,2,18293.835,117.0
451219,COND.SPLIT 9000 COND+EVAP   INV.ICST9,D - ELETROS,9.0,5,15455.832,8.0
403664,PANELA ANTIAD.   14       9295304945,B - UTILIDADES DOMESTICAS,9.0,2,20703.5325,166.0
415709,LIXEIRA BASC.PLS 5.0L      CZ LX 655,B - UTILIDADES DOMESTICAS,9.0,2,28629.300000000003,431.0
425815,COND.SPLIT  9000 COND. 38TFCA09S5 81,D - ELETROS,9.0,3,13070.421000000002,11.0
425811,COND.SPLIT  9000 EVAP. 42TFCA09S5 81,D - ELETROS,9.0,4,5784.765,11.0
312208,CUBA LOC.SEMI-EN.RET.L843 GELO  GE17,W - LOUCAS E PIAS,9.0,4,14448.63,16.0
427631,LUSTRE MAD.  KRIST          VP85-NAT,I - ILUMINACAO,9.0,2,16338.105,66.0
467376,TAPETE SALA 100X130 JACQ. GEOM/CREME,V - DECORACAO,9.0,2,15489.432,150.0
247072,CUBA LOC.APOIO S/MESA R3 173085 BR01,W - LOUCAS E PIAS,8.0,4,45278.205,61.0
298489,BACIA SNT.P/ACOPL.AZALE.PLS9135 PR77,W - LOUCAS E PIAS,8.0,3,14212.17,27.0
457639,SPOT LED TRILHO BR  12W      AM MBIV,I - ILUMINACAO,8.0,1,26445.09,474.0
347466,FORNO INDL. GAS ROMA      IX FIRIV80,N - INDUSTRIAL E NEGOCIOS,8.0,5,48160.245,22.0
408905,COND.SPLIT  9000 EVAP.S4NQ09 INV. 23,D - ELETROS,8.0,3,8362.536,13.0
452435,COND. SPLIT 9000 EVAP 42AFV INV. 111,D - ELETROS,8.0,3,10390.338,16.0
467235,TAPETE SALA 200X250 RELEX N    AREIA,V - DECORACAO,8.0,4,71414.23800000001,50.0
463302,COIFA 90CM ILH. TOUCH 90CIV  PT M127,D - ELETROS,8.0,1,35524.44,9.0
463064,COOKTOP 4B GAS VID.   62936  BR MBIV,D - ELETROS,8.0,5,63893.361,48.0
152965,MESA PLS RET IPORANGA             BR,O - MOVEIS,8.0,2,60841.0845,79.0
242309,ADEGA CLIMATIZ.13GARRAF. AD1511 M127,D - ELETROS,8.0,2,12897.045,8.0
430480,PORTA AL.BALC. 210X200 4F      FC BR,"G - PORTAS, JANELAS E FECHADURAS",8.0,4,943.95,1.0
465042,ABAJUR SISAL 1LP E27            AS-1,I - ILUMINACAO,8.0,5,15032.745,58.0
470566,PLAFON LED 3EM1 55W BR LSE-001B 5826,I - ILUMINACAO,8.0,1,181025.775,283.0
464511,VITRINE VER 1P 522L    CCV355PC M220,N - INDUSTRIAL E NEGOCIOS,8.0,4,123226.425,19.0
304421,PORTA-TOAL. BAR 2040 C33 P.500MM  CR,U - METAIS E ACESSORIOS,8.0,1,97758.654,111.0
402877,"LIQUID.INDL 1,75L AL.ROT. SPL37 M127",N - INDUSTRIAL E NEGOCIOS,7.0,1,10725.225,21.0
434215,TOALHA BANHO INF. UNICORNIO 01 22081,"K - CAMA, MESA E BANHO",7.0,1,25624.83,554.0
463738,CAPACETE  P/MOT. RAZOR SHA. PT/VM 56,A - AUTOMOTIVO,7.0,7,7381.71,19.0
454300,COND.SPLIT 12000 COND.S4UQ12 INV.115,D - ELETROS,7.0,4,15714.93,9.0
138854,FRITADOR AGUA/OLEO GAS   26L FAOAP30,N - INDUSTRIAL E NEGOCIOS,7.0,6,32542.65,16.0
423588,REFRIG. 3P 419L FF  BRY59BKB IX M220,D - ELETROS,7.0,1,53963.7315,9.0
269436,BACIA SNT.ACESSO CONF.C/ABERT.  BR01,W - LOUCAS E PIAS,7.0,4,32456.55,53.0
457804,COND.JANEL  10000 REM  D6NRND2A M220,D - ELETROS,7.0,1,3747557.2785,1483.0
298486,BACIA SNT.CITY PLUS       12030 PT02,W - LOUCAS E PIAS,7.0,5,9629.76,17.0
466937,TV LED 43 UHD SMT 4K     43UR7800PSA,R - ELETRONICOS,7.0,2,2730582.0169967515,1348.0
427423,COND.SPLIT 12000 COND.HXFE12B INV.90,D - ELETROS,7.0,3,8722.875,7.0
460487,COND.SPLIT 9000 COND  38TFQA Q/F 132,D - ELETROS,7.0,6,10970.305500000002,9.0
427630,LUSTRE MAD.  OSLO           VP80-CAF,I - ILUMINACAO,7.0,2,56306.985,141.0
463868,MESA ESCR.1.35X0.75            BR/NT,O - MOVEIS,7.0,2,5467.665,7.0
298735,TACHO P/FRITURA ELET.7L  TH1702 M220,N - INDUSTRIAL E NEGOCIOS,7.0,3,23776.62,30.0
399431,CANTONEIRA BANHEIRO PLS    1018-2,U - METAIS E ACESSORIOS,7.0,1,30237.79500000001,361.0
42354,ASSEN.SNT.SOFT  TPJF/AS FAMILIA  BR1,U - METAIS E ACESSORIOS,7.0,3,13507.2,121.0
119190,FOGAO INDL.1B PE   30 AP       VAP1P,N - INDUSTRIAL E NEGOCIOS,7.0,4,14847.7245,28.0
374203,COND.SPLIT  9000 EVAP.HWFI09      35,D - ELETROS,7.0,5,3438.6450000000004,6.0
373846,PIA IX    2C  50X62 AC C/V 93822/602,W - LOUCAS E PIAS,7.0,5,10679.97,11.0
468856,SILICONE ACETICO BR CASCOLA     280G,S - TINTAS E QUIMICOS,6.0,1,34651.207500000004,1087.0
435360,BATERIA P/CARRO        HNP50GDD 50AH,A - AUTOMOTIVO,6.0,2,67676.65800000001,122.0
432291,GAB BANH KIT LOTUS 46X55     CAFE/BR,O - MOVEIS,6.0,1,108399.3855,251.0
470179,LAV.ROUPA 13.0KG BWK13A9     PR M127,D - ELETROS,6.0,3,44724.550500000005,17.0
464364,ORGANIZADOR GAVET. 34X20  RSQ OL1050,B - UTILIDADES DOMESTICAS,6.0,1,9282.084,238.0
209607,BACIA SNT.DUAL NEXO             BR01,W - LOUCAS E PIAS,6.0,4,26396.895,30.0
336767,CUBA LOC.APOIO C/MESA Q35 138067BR01,W - LOUCAS E PIAS,6.0,1,110332.32,186.0
403666,PANELA ANTIAD.   20       9295304939,B - UTILIDADES DOMESTICAS,6.0,1,27396.5895,172.0
463959,FREEZER HOR. 1P 100L CFA10B2 BR M220,N - INDUSTRIAL E NEGOCIOS,6.0,1,419277.1485,277.0
460282,LAV.ROUPA 17KG BWK17ABANA  BR M127V,D - ELETROS,6.0,2,54009.175500000005,18.0
379553,FRITAD.ELET.AGUA/OLEO 18L FT3182M220,N - INDUSTRIAL E NEGOCIOS,6.0,5,33817.245,22.0
453612,ROUPEIRO 1.48 4P/AB/4G CASINHA FD/NT,O - MOVEIS,6.0,3,73819.83,45.0
467769,COND.SPLIT 9000 EVAP.S3NQ09 INV. 141,D - ELETROS,6.0,2,5274700.99269592,5913.0
107756,FOGAO INDL.3B            PE AP VAP3P,N - INDUSTRIAL E NEGOCIOS,6.0,4,48641.1975,48.0
450730,TOALHA MESA 160X270 MARINA     27590,"K - CAMA, MESA E BANHO",6.0,2,9592.485,58.0
374202,COND.SPLIT  9000 COND.HWFE09      35,D - ELETROS,6.0,4,3483.9,4.0
460486,COND.SPLIT 9000 EVAP  42TFQA Q/F 132,D - ELETROS,6.0,6,6024.4695,9.0
467770,COND.SPLIT 9000 COND.S3UQ09 INV. 141,D - ELETROS,6.0,2,9956997.147169791,5913.0
440611,BALANCA ELET. 35KG BAT.DCLB       PT,N - INDUSTRIAL E NEGOCIOS,6.0,2,34039.74,36.0
431549,BELICHE MDF 1.54X1.93 KIT C/PE    GR,O - MOVEIS,6.0,3,108400.215,100.0
458832,PASSADEIRA 45X140 C/FRANJA       CRL,V - DECORACAO,6.0,1,21206.7135,454.0
403671,FERVEDOR ANTIAD.S/T 14    9295304944,B - UTILIDADES DOMESTICAS,6.0,1,45307.9515,421.0
345938,DISCO CRT DIAM.180MM PRO SEGMEN.,F - FERRAMENTAS,6.0,1,14128.275,255.0
343334,VITRINE VER 1P 284L REFRIG. VCFVM220,N - INDUSTRIAL E NEGOCIOS,6.0,6,164870.475,34.0
466715,PORTA-ESCOVA ACR.C/T       BG PEG722,U - METAIS E ACESSORIOS,6.0,1,12817.4445,440.0
451220,COND.SPLIT 12000 COND+EVAP INV.ICST12,D - ELETROS,6.0,5,15999.375,7.0
408910,COND.SPLIT  9000 COND.S4UQ09 INV. 23,D - ELETROS,6.0,3,15881.334,11.0
404557,VITRINE VER 1P 284L CERVEJA VCFCM220,N - INDUSTRIAL E NEGOCIOS,6.0,6,363651.036,71.0
401612,LAV.ROUPA 10.5 KG DIG. LAC11 BR M220,D - ELETROS,6.0,3,16368.45,11.0
421215,PANELEIRO 80CM 3P/1G       OFW001318,O - MOVEIS,6.0,4,6298.425000000001,6.0
377595,CAFET.ELET. 6L      TRADIC.2601 M220,N - INDUSTRIAL E NEGOCIOS,5.0,3,27882.645,25.0
189791,FOGAO INDL.1B DPL      BP C/PE E1D1P,N - INDUSTRIAL E NEGOCIOS,5.0,4,17887.485,33.0
444085,TAMPA P/ CAIXA DE AR COND 52X65   BR,D - ELETROS,5.0,2,37943.5455,210.0
328584,MARTELETE ROT/ROMP. 830W HR2630J 220,F - FERRAMENTAS,5.0,2,261532.8135,217.0
469885,CORTINA 420X250 HAVINI         BR 06,V - DECORACAO,5.0,1,137951.3205,500.0
455238,COIFA 60CM PRD. TOUCH  60CTS PR M127,D - ELETROS,5.0,2,14664.090000000002,6.0
223443,BA/CX CJ.INFANT. 3/6LT     08769  BR,W - LOUCAS E PIAS,5.0,3,4007.325,5.0
274457,FRITADOR 1 CESTO ELETR.   FE10N M220,N - INDUSTRIAL E NEGOCIOS,5.0,3,18558.33,18.0
468857,SILICONE ACETICO TR CASCOLA     280G,S - TINTAS E QUIMICOS,5.0,1,39211.4835,1337.0
440692,FRONHA AVULSA PERCAL  50X90 KING CAS,"K - CAMA, MESA E BANHO",5.0,3,4869.6900000000005,122.0
189790,FOGAO INDL.6B AP C/PE           VAP6,N - INDUSTRIAL E NEGOCIOS,5.0,1,87071.46,54.0
425545,SUPORTE COND.SPLIT 18000/30000 500MM,D - ELETROS,5.0,1,30733.08,240.0
426374,COND.SPLIT  9000 EVAP.HEFI09B  BR 87,D - ELETROS,5.0,2,5187.525,7.0
415078,LUSTRE PALHA CAROLA          VPS31-4,I - ILUMINACAO,5.0,1,35717.325,143.0
463858,DISPOSIT.PROTECAO DR4P      80A/30MA,E - MATERIAIS ELETRICOS,5.0,1,29038.485,149.0
469043,POTE MANTIMENTO VID. 800ML     27180,B - UTILIDADES DOMESTICAS,5.0,1,12430.3725,275.0
261595,FILTRO REFIL CHUVEIRO PLS KDF   0007,U - METAIS E ACESSORIOS,5.0,4,5528.67,36.0
456404,ESCOVA ACO         KIT 02PC   AT1860,F - FERRAMENTAS,5.0,1,21375.9,835.0
466938,TV LED 50 UHD SMT 4K     50UR8750PSA,R - ELETRONICOS,5.0,2,4332745.309909371,1801.0
403665,PANELA ANTIAD.   18       9295304938,B - UTILIDADES DOMESTICAS,5.0,2,18449.025,124.0
232092,CHAPA CHURRASQUEIRA GAS 100CM   C100,N - INDUSTRIAL E NEGOCIOS,5.0,4,55462.785,39.0
247076,CUBA LOC.APOIO S/MESA QR3 173075BR01,W - LOUCAS E PIAS,5.0,4,57159.1545,66.0
463951,LAV.ROUPA 11KG SMART WK-02   BR M220,D - ELETROS,5.0,5,551153.505,165.0
167821,CUBA LOC.EMB.39X30 OVAL   10119 PR77,W - LOUCAS E PIAS,5.0,2,1104.285,13.0
440673,COMODA 0.95X0.51 4G TEXAS     TR/GRG,O - MOVEIS,5.0,2,3096.03,5.0
458433,COND.SPLIT 9000 COND.HBFE09  INV.123,D - ELETROS,4.0,2,14027.3595,12.0
457285,APARADOR SALA 0.91 DENVER     OFF/NT,O - MOVEIS,4.0,2,74604.59999999999,141.0
467892,COLCHA SKING+P.TRAV 3PC LYON   SORT1,"K - CAMA, MESA E BANHO",4.0,1,34042.05,90.0
262790,"LIQUID.INDL 1,5L AL.ROT.    LIN M220",N - INDUSTRIAL E NEGOCIOS,4.0,1,96595.2225,113.0
460861,TEXTURA GRAFIAT.RISC.PLS 25KG  M.MAR,S - TINTAS E QUIMICOS,4.0,2,17855.985,66.0
464359,ORGANIZADOR GAVET. 8X23     RS OL300,B - UTILIDADES DOMESTICAS,4.0,1,8490.772500000001,542.0
451217,COND.SPLIT 9000 COND+EVAP   ACST9FR4,D - ELETROS,4.0,3,11601.597,8.0
426373,COND.SPLIT  9000 COND.HEFE09B     87,D - ELETROS,4.0,2,8335.215,8.0
454362,LUSTRE LED/MET.        3EM1 25W MBIV,I - ILUMINACAO,4.0,1,20115.69,25.0
463736,CAPACETE  P/MOT. RAZOR SHA. AZ/VM 60,A - AUTOMOTIVO,4.0,3,20878.62,44.0
463069,COIFA 90CM ILH. ISLAND 10176 PR M127,D - ELETROS,4.0,2,16512.09,6.0
450327,TV LED 55 UHD SMT 4K NANO 55NANO75SQ,R - ELETRONICOS,4.0,4,26030.550000000003,9.0
419521,POLTRONA POLIP LN GRACE           BR,O - MOVEIS,4.0,2,10031.28,56.0
374393,BALCAO 1P/900 CANTO        BR 516544,O - MOVEIS,4.0,3,18779.67,52.0
79325,"CUBA LOC.EMB.49X32,5 OVAL  7611 PR77",W - LOUCAS E PIAS,4.0,3,2627.52,21.0
341628,FORNO INDL. GAS ROMA      IX FIRI110,N - INDUSTRIAL E NEGOCIOS,4.0,4,70681.59,24.0
466740,BALCAO COZ.0.80 2G/2P     BR 7032670,O - MOVEIS,4.0,1,8462.160000000002,8.0
452086,LAV.ROUPA 15.0KG CWH15ABA    BR M127,D - ELETROS,4.0,2,92031.681,37.0
463955,LAV.ROUPA 13KG WG-02         BR M220,D - ELETROS,4.0,2,899364.039,477.0
330462,VITRINE VER 1P 501L REFRIG. VCFVM220,N - INDUSTRIAL E NEGOCIOS,4.0,4,222977.895,39.0
339207,BICAMA SOLT.C/AUX.HELENA BR 60010033,O - MOVEIS,4.0,1,116431.35,140.0
343337,VITRINE VER 1P 284L REFRIG. VCFVM127,N - INDUSTRIAL E NEGOCIOS,4.0,2,40486.215,8.0
384084,FRIGIDEIRA AL/CER.24        4791/356,B - UTILIDADES DOMESTICAS,4.0,1,29271.6375,140.0
232087,CHAPA CHURRASQUEIRA GAS  65CM    C65,N - INDUSTRIAL E NEGOCIOS,4.0,2,41684.895,39.0
372112,BATERIA P/CARRO           H52GD 52AH,A - AUTOMOTIVO,4.0,1,58614.675,101.0
381372,CUBA LOC.SOB/EMB.RED.36CM DIAM  BR01,W - LOUCAS E PIAS,4.0,2,7887.075,40.0
458432,COND.SPLIT 9000 EVAP.HBFI09  INV.123,D - ELETROS,3.0,2,10002.783,12.0
456547,"MCOMPR.AR BP 2,0CV PROCSV10/100 M220",M - MAQUINAS E MOTORES,3.0,2,19990.635,5.0
229501,TORNEIRA PIA PARE.CR ABS    C23 1159,U - METAIS E ACESSORIOS,3.0,1,95703.9265,1016.0
141870,LIXEIRA PLS      50.0L SELET. CZ 757,N - INDUSTRIAL E NEGOCIOS,3.0,1,44052.33,229.0
467774,COND.SPLIT 9000 COND.S3UQ09 INV. 143,D - ELETROS,3.0,1,12492627.121930923,7358.0
59057,TABUA CARANGUEJO C/MARTELO,B - UTILIDADES DOMESTICAS,3.0,1,22289.1305,1818.0
22211,"PICHE EXTRA                    18,0L",S - TINTAS E QUIMICOS,3.0,2,66434.235,89.0
310728,BACIA SNT.DEBBA           34429 BR01,W - LOUCAS E PIAS,3.0,3,8551.2,11.0
459751,COOKTOP 2B ELET. VITR  73474 PT 220V,D - ELETROS,3.0,2,79370.7705,52.0
80039,FOGAO INDL.4B            PE AP VAP04,N - INDUSTRIAL E NEGOCIOS,3.0,3,50511.93,45.0
463727,REFRIG. 2P 347L FF RT468MTA  BR M127,D - ELETROS,3.0,2,26167.995000000003,9.0
463717,CAPACETE  P/MOT. RAZOR SOL.    PT 62,A - AUTOMOTIVO,3.0,3,10485.195,23.0
374675,PERSIANA ROLO 140X170  ZEBRA PL B109,V - DECORACAO,3.0,1,154424.55,534.0
298479,BACIA SNT.AZALEA PLUS      9130 PG59,W - LOUCAS E PIAS,3.0,2,7360.29,15.0
330430,VITRINE VER 1P 501L REFRIG. VCFVM127,N - INDUSTRIAL E NEGOCIOS,3.0,1,47291.37,8.0
465821,EXTRATOR SUCO  1/2HP EX SUPER   MBIV,N - INDUSTRIAL E NEGOCIOS,3.0,2,36886.815,43.0
452129,SECADOR CAB. 2000W    SCN-50 BR M127,D - ELETROS,3.0,1,3534.3,24.0
465828,LIQUID.INDL 10L  BAIXA ROT.LS10 MBIV,N - INDUSTRIAL E NEGOCIOS,3.0,1,37442.16,27.0
451480,BALCAO COZ. 1.20 4G               BR,O - MOVEIS,3.0,2,2330.685,3.0
415074,LUSTRE PALHA BOLA            VPS33-4,I - ILUMINACAO,3.0,1,34812.645000000004,100.0
412032,GRILL CHARBROILER   GAS 90CM CCG90,N - INDUSTRIAL E NEGOCIOS,3.0,3,30489.270000000004,9.0
278467,LIQUID.INDL  25L 1HP     LB25MB M220,N - INDUSTRIAL E NEGOCIOS,3.0,2,124470.465,50.0
466502,PANELEIRO CANTONEIRA 26CM     707931,O - MOVEIS,3.0,1,2435.37,6.0
454579,FOGAO INDL.3B MISTO BAIXA PRESSAO E3,N - INDUSTRIAL E NEGOCIOS,3.0,1,36629.04,33.0
446334,BASE MONOC.CHUVEIRO BX/AL PRES 1/2CO,U - METAIS E ACESSORIOS,3.0,1,90506.577,202.0
467773,COND.SPLIT 9000 EVAP.S3NQ09 INV. 143,D - ELETROS,3.0,1,6160594.002878313,7359.0
460945,COND.SPLIT 12000 EVAP.GWC12  INV.138,D - ELETROS,3.0,3,2516.535,3.0
348063,BICAMA SOLT.C/AUX.LAIS   BR 60010029,O - MOVEIS,3.0,2,46773.405,72.0
465827,"LIQUID.INDL 6,0L BAIXA ROT.LS06 MBIV",N - INDUSTRIAL E NEGOCIOS,3.0,1,39527.565,29.0
461396,COLCHA CASAL+P.TRAV 3PC JASMINE   GF,"K - CAMA, MESA E BANHO",2.0,1,70980.21,543.0
464514,VITRINE VER 1P 522L    CCV355PV M220,N - INDUSTRIAL E NEGOCIOS,2.0,1,209604.3705,30.0
274459,FRITADOR 2 CESTOS ELETR. FED20N M220,N - INDUSTRIAL E NEGOCIOS,2.0,2,39874.380000000005,22.0
221711,CUBA LOC.APOIO C/MESA Q6  173068PT02,W - LOUCAS E PIAS,2.0,1,24922.695,42.0
465335,ALMOFADA 40X40  AUTH. ONDAS   495125,V - DECORACAO,2.0,1,9199.575,235.0
229499,TORNEIRA LAVA.MESA CR ECONO.C23 1193,U - METAIS E ACESSORIOS,2.0,1,74536.539,943.0
448597,LUSTRE MAD. BOLA WOOD     BR VP143-1,I - ILUMINACAO,2.0,1,13059.795,27.0
460870,TEXTURA GRAFIAT.RISC.PLS 25KG TRCOTA,S - TINTAS E QUIMICOS,2.0,1,11206.86,43.0
80043,FOGAO INDL.2B            PE AP VAP2P,N - INDUSTRIAL E NEGOCIOS,2.0,2,28054.32,40.0
470176,LAV.ROUPA 13.0KG BWK13AB     BR M220,D - ELETROS,2.0,1,8685360.032913849,4181.0
454106,REFRIG. 2P 386L FF CRM44AKA  IX M127,D - ELETROS,2.0,2,408650.7075,119.0
363394,TORNEIRA LAVA.MESA CR PRESS.   10075,U - METAIS E ACESSORIOS,2.0,1,161765.184,317.0
370330,DUCHA HIGI.AQUAJET EXACTA    CR 2195,U - METAIS E ACESSORIOS,2.0,1,27880.65,88.0
421941,SOUNDBAR 600W BT/HDMI/USB       SNH5,R - ELETRONICOS,2.0,1,339024.294,214.0
463943,LAV.ROUPA 11KG WK-01        BR M127,D - ELETROS,2.0,1,54199.120500000005,18.0
407852,ESPREM.FRUTAS  30W      E-02 PT M220,D - ELETROS,2.0,1,74642.19,742.0
422017,CERVEJEIRA 1P BCA10P1        PT M127,D - ELETROS,2.0,1,61075.8855,23.0
422019,CERVEJEIRA 1P BCA10P2        PT M220,D - ELETROS,2.0,1,227354.7045,88.0
421218,ARMARIO AEREO 1.20 2P      OFW001481,O - MOVEIS,2.0,1,8428.77,17.0
445389,"PORCEL.A 90X90 POL.MATER.PETRO1,62M2",C - PISOS E REVESTIMENTOS,1.62,1,197452.96452,1273.32
441145,TORNEIRA PIA COZ. HYDRAPLUS 1167  PT,U - METAIS E ACESSORIOS,1.0,1,4311.09,102.0
460489,COND.SPLIT 12000 COND 38TFQA Q/F 133,D - ELETROS,1.0,1,2517.9,2.0
442138,CADEIRA POLIP ALICE              OFF,O - MOVEIS,1.0,1,1027090.6625,4442.0
423338,VENT.COL.50CM 3V        VD52 PT M220,D - ELETROS,1.0,1,8978.445,26.0
421194,COIFA 90CM PRD.  28019-63484 PR M127,D - ELETROS,1.0,1,33477.045000000006,18.0
461149,REFRIG. 2P 400L FF BRM54JBA  BR M127,D - ELETROS,1.0,1,727150.6305,208.0
436655,CAPA ALM.43X43 VELUDO        BG 3136,V - DECORACAO,1.0,1,1025.43,34.0
455233,FREEZER VER 1P 234L     FE27 BR M127,D - ELETROS,1.0,1,126802.7565,35.0
460488,COND.SPLIT 12000 EVAP 42TFQA Q/F 133,D - ELETROS,1.0,1,1448.79,2.0
404556,VITRINE VER 1P 284L CERVEJA VCFCM127,N - INDUSTRIAL E NEGOCIOS,1.0,1,83158.6875,14.0
347667,COND.JANEL  7500 MIDEA QCI075BB M220,D - ELETROS,1.0,1,7065.135,4.0
452812,POTE VID.QUAD.HERM.530ML BAMBU  8072,B - UTILIDADES DOMESTICAS,1.0,1,1051.995,31.0
177360,TUBO P/VALVULA DESCARGA           BR,H - TUBOS E CONEXOES,1.0,1,6863.668000000001,885.0
297979,PORTA-TALHER PALHA SINT.     YK14640,B - UTILIDADES DOMESTICAS,1.0,1,33071.745,273.0
360920,FITA LED 5M  IP20 6W/M   NE IR80 12V,I - ILUMINACAO,1.0,1,18854.745,131.0
391398,LAV.ROUPA  9.0KG       CWB09 BR M220,D - ELETROS,1.0,1,8184.75,5.0
417383,FORNO ELET. 47L EMB  COB47AR IX M220,D - ELETROS,1.0,1,323940.666,204.0
460156,POTE MANTIMENTO VID.1.1L       29260,B - UTILIDADES DOMESTICAS,1.0,1,13259.1165,295.0
311864,VENT.MES.20CM MINI CLIP BR 3254 M220,D - ELETROS,1.0,1,46623.15,359.0
460283,LAV.ROUPA 17KG BWK17ABANA  BR M220V,D - ELETROS,1.0,1,850912.503,316.0
