CODIGO,DESCRICAO,NIVEL_1,qtd_vendida,receita,qtd_transacoes,lojas_distintas
467774,COND.SPLIT 9000 COND.S3UQ09 INV. 143,D - ELETROS,7358.0,12492627.121930923,877,11
467770,COND.SPLIT 9000 COND.S3UQ09 INV. 141,D - ELETROS,5913.0,9956997.147169793,786,11
432048,MASSA CORRIDA PVA CORAL PLS     25KG,S - TINTAS E QUIMICOS,145797.0,9903877.893793339,5596,9
470176,LAV.ROUPA 13.0KG BWK13AB     BR M220,D - ELETROS,4181.0,8685360.032913849,804,10
454103,REFRIG. 2P 386L FF CRM44ABB  BR M220,D - ELETROS,2271.0,7017098.304546934,675,9
467773,COND.SPLIT 9000 EVAP.S3NQ09 INV. 143,D - ELETROS,7359.0,6160594.002878313,878,11
442061,TV LED 43 FHD SMT        43LM6370PSB,R - ELETRONICOS,3225.0,6150607.089360335,1078,11
457797,COND.JANEL  7000  REM  D6NRND1A M220,D - ELETROS,2767.0,5447492.98975,1203,10
481697,TV LED 55 UHD SMT 4K   UN55DU7700GXZ,R - ELETRONICOS,1932.0,5359282.083857965,728,11
467769,COND.SPLIT 9000 EVAP.S3NQ09 INV. 141,D - ELETROS,5913.0,5274700.99269592,786,11
447307,VENT.MES.40CM 3V 2X1    VF42 PT M220,D - ELETROS,19804.0,4970896.927239529,2358,11
467736,COND.SPLIT 12000 COND+EVAP.  ACST12F,D - ELETROS,2093.0,4769688.664361632,424,11
481978,COND.SPLIT COND 12000 HIQE12 INV.202,D - ELETROS,3087.0,4667213.152091841,360,11
487782,TV LED 50 UHD SMT 4K     50UT8050PSA,R - ELETRONICOS,1842.0,4655667.302192308,816,11
466938,TV LED 50 UHD SMT 4K     50UR8750PSA,R - ELETRONICOS,1801.0,4332745.309909371,376,11
481696,TV LED 50 UHD SMT 4K   UN50DU7700GXZ,R - ELETRONICOS,1720.0,4240884.91955,617,11
448186,TV LED 32 HD SMT      UN32T4300AGXZD,R - ELETRONICOS,3261.0,4135259.912225882,1420,11
457804,COND.JANEL  10000 REM  D6NRND2A M220,D - ELETROS,1483.0,3747557.2785,614,10
452083,LAV.ROUPA 12.0KG CWH12BBB    BR M220,D - ELETROS,1868.0,3495064.438595652,444,10
466940,TV LED 65 UHD SMT 4K     65UR8750PSA,R - ELETRONICOS,893.0,3156700.073606061,267,11
481977,COND.SPLIT EVAP 12000 HIQI12 INV.202,D - ELETROS,3087.0,3116601.444204865,360,11
461150,REFRIG. 2P 400L FF BRM54JBB  BR M220,D - ELETROS,807.0,2880852.340625,385,8
402016,REFRIG. 2P 340L FF    BR  CRM39 M220,D - ELETROS,997.0,2807674.0556375002,299,10
467737,COND.SPLIT 9000 COND+EVAP. ACST9F-02,D - ELETROS,1316.0,2759187.9027592805,392,11
481976,COND.SPLIT COND 9000  HIQE09 INV.201,D - ELETROS,1967.0,2744103.7202486196,301,11
466937,TV LED 43 UHD SMT 4K     43UR7800PSA,R - ELETRONICOS,1348.0,2730582.0169967515,424,11
480278,COND.SPLIT 12000 COND.GWC12  INV.182,D - ELETROS,1405.0,2556840.946785911,285,11
481698,TV LED 65 UHD SMT 4K   UN65DU7700GXZ,R - ELETRONICOS,678.0,2442761.23735,308,11
149992,MARTELETE ROT/ROMP. 800W  HR2470 220,F - FERRAMENTAS,2819.0,2440676.056,1906,9
484435,TV LED 65 HDR SMT 4K NANO 65NANO80TS,R - ELETRONICOS,582.0,2267499.9025,273,8
454105,REFRIG. 2P 386L FF CRM44AKB  IX M220,D - ELETROS,625.0,2234917.713,376,9
149929,TORNEIRA LAVA.MESA CR B.BX C77  1202,U - METAIS E ACESSORIOS,13469.0,2136856.6977583333,3857,9
460689,CAMA CONJUGADA OURO      138X188X064,O - MOVEIS,2594.0,1878231.0458333334,603,11
380500,VENT.PAR.50CM OSC.ACO    PR 54  M220,D - ELETROS,7616.0,1874204.8672213678,1612,9
454313,REFLETOR LED AL.100W         IP65 BR,I - ILUMINACAO,32731.0,1837577.5223600029,3929,10
467963,COND.SPLIT 9000 COND. 38AGVC INV.157,D - ELETROS,1035.0,1829754.0447576924,360,11
481973,COND.SPLIT EVAP 9000  HIQI09 INV.201,D - ELETROS,1967.0,1822581.945025738,301,11
480680,REFRIG. 2P 391L FF RT38DG61  IX MBIV,D - ELETROS,534.0,1817768.4124923078,188,9
466539,VENT.COL.40CM 3V        VF4C PT M220,D - ELETROS,4471.0,1814848.3132539932,1543,11
420164,LAV.ROUPA 11KG DIG LES11     BR M220,D - ELETROS,985.0,1811108.46575,338,10
451018,"PORCEL.A 90X90  EPO.MARM.CALAC2,40M2",C - PISOS E REVESTIMENTOS,18036.0,1791947.5182,633,10
101702,REFRIG. 1P 261L DSECO BR  CRA30 M220,D - ELETROS,779.0,1774304.64925,402,11
447306,VENT.MES.40CM 3V 2X1    VF42 PT M127,D - ELETROS,6813.0,1722845.539640694,885,6
467965,COND.SPLIT 12000 COND.38AGVC INV.158,D - ELETROS,847.0,1714187.0494603168,322,11
166393,MARTELETE ROT/ROMP. 800W  HR2470 110,F - FERRAMENTAS,1946.0,1679201.4715,1109,3
466942,TV LED 86 UHD SMT 4K     86UR8750PSA,R - ELETRONICOS,198.0,1670850.848625,135,10
474263,"PORCEL.A 60X60 EPO.MARMO RT   1,80M2",C - PISOS E REVESTIMENTOS,21456.0,1662263.7066000002,742,10
470177,LAV.ROUPA 13.0KG BWK13AB     BR M127,D - ELETROS,819.0,1649836.4358,269,5
481695,TV LED 43 UHD SMT 4K   UN43DU7700GXZ,R - ELETRONICOS,797.0,1649399.5995113638,368,11
467804,COND.SPLIT 12000 COND.45HJFE INV.147,D - ELETROS,1045.0,1586808.584284888,168,11
464493,TRAVESS.050X070 BEM VIVER SUP. FIRME,"K - CAMA, MESA E BANHO",35731.0,1571732.3442749116,1988,9
382849,DUCHA HIGI.C/DERIV.LIKE           CR,U - METAIS E ACESSORIOS,5335.0,1558613.9814,2034,9
450311,"CER.A 46X46 PSI67020       P4 2,58M2",C - PISOS E REVESTIMENTOS,57544.32,1544917.1167786364,986,10
470857,COND.SPLIT 12000 COND.AR12CV INV.171,D - ELETROS,702.0,1531598.091089706,235,11
420161,"LAV.ROUPA 8,5 KG DIG. LES09  BR M220",D - ELETROS,997.0,1527146.2914375002,270,11
418426,FOGAO PISO 4B VID. AGATA 4090 PTMBIV,D - ELETROS,1605.0,1474280.8258321679,663,11
458429,COND.SPLIT 12000 COND. GWC12AAC  121,D - ELETROS,800.0,1435594.1726621797,161,11
470746,COND.SPLIT 9000 EVAP. GWC09AAB   164,D - ELETROS,1683.0,1429509.3747505776,311,11
401646,REFRIG. 2P 371L FF     DFN41 BR M220,D - ELETROS,478.0,1426593.9041250001,167,9
479589,COND.PORT. 12000  MPH-12CRV2    M220,D - ELETROS,383.0,1414941.4300000002,308,9
470858,COND.SPLIT 18000 COND.AR18CV INV.172,D - ELETROS,470.0,1393806.240775,260,11
480277,COND.SPLIT 12000 EVAP.GWC12  INV.182,D - ELETROS,1405.0,1364435.4374433446,285,11
406511,VENT.TET.3P 2L         FENIX BR M127,D - ELETROS,5294.0,1351959.8596438607,806,3
317101,DUCHA HIGI.C18 GAT.ABS       CR 1850,U - METAIS E ACESSORIOS,10441.0,1335682.7127485431,2428,9
479615,"PORCEL.A 74X74 ESM.AVEN.BRT AC1,62M2",C - PISOS E REVESTIMENTOS,16658.46,1317240.12861,395,10
429455,TOM.CJ.1T 2P+T 10A        LGX030 POP,E - MATERIAIS ELETRICOS,281011.0,1299370.493865492,4411,9
404458,"PORCEL.A 90X90 EPO.CALAC.ORO  2,40M2",C - PISOS E REVESTIMENTOS,10044.0,1295549.6904,617,9
470749,COND.SPLIT 9000 COND.GWC09   INV.167,D - ELETROS,778.0,1284803.6082938418,209,11
489647,PANELA PRESSAO ANTIAD.4.5L   5306897,B - UTILIDADES DOMESTICAS,7030.0,1261232.4525283212,1336,10
418427,FOGAO PISO 5B VID. AGATA 5090 PTMBIV,D - ELETROS,993.0,1229034.6630625,459,11
380499,VENT.PAR.50CM OSC.ACO    PR 51  M127,D - ELETROS,5010.0,1227694.7206622006,1050,4
412281,LAV.ROUPA 11KG+SEC. CV5011T  PR M220,D - ELETROS,273.0,1204632.96975,149,8
463732,REFRIG. 2P 347L FF RT468MTA  BR M220,D - ELETROS,418.0,1182702.598,168,7
480950,COND.SPLIT 9000 COND.GWC09AT INV.200,D - ELETROS,717.0,1160362.1039121796,234,11
446333,BASE MONOC.CHUVEIRO BX/AL PRES 3/4CO,U - METAIS E ACESSORIOS,2447.0,1121780.926,760,9
456651,COND.SPLIT 12000 COND.S4UW12 QF  116,D - ELETROS,514.0,1100732.4362,266,11
452735,FOGAO PISO 4B TOP GLASS      PT MBIV,D - ELETROS,1087.0,1079456.634,460,11
455283,LAMP.LED  BULBO  T80 40W BR E27 MBIV,I - ILUMINACAO,40409.0,1078697.0010750892,5661,9
454967,LAV.ROUPA 14KG DIG LED14   BR M220,D - ELETROS,495.0,1072289.4105,204,8
467803,COND.SPLIT 12000 EVAP.45HJFI INV.147,D - ELETROS,1048.0,1058598.55990411,169,11
455220,REFRIG. 2P 260L DF     DC35A BR M220,D - ELETROS,442.0,1049048.0525,207,8
467801,COND.SPLIT 9000 COND.45HJFE INV. 146,D - ELETROS,757.0,1034321.4718121231,122,11
149930,TORNEIRA LAVA.MESA CR B.ALT.C77 1203,U - METAIS E ACESSORIOS,4817.0,1030562.9005000001,2312,9
442138,CADEIRA POLIP ALICE              OFF,O - MOVEIS,4442.0,1027090.6625000001,960,10
474267,"PORCEL.A 60X60 EPO.CHAMPANG.RT1,80M2",C - PISOS E REVESTIMENTOS,13253.4,1022814.9414000001,638,10
487786,TV LED 55 OLED SMT 4K    OLED55C4PSA,R - ELETRONICOS,186.0,1015279.524,140,10
480557,COND.SPLIT 18000 COND.GWC18  INV.185,D - ELETROS,377.0,979561.3005863636,189,11
401649,REFRIG. 2P 371L FF     DFX41 PR M220,D - ELETROS,300.0,974037.3050625001,147,9
489642,TV LED 75 UHD SMT 4K        75UT8050,R - ELETRONICOS,184.0,971999.5635,105,11
456722,LAMP.LED  BULBO T100 50W BR E27 MBIV,I - ILUMINACAO,22804.0,963869.7558106061,4912,9
451133,ROUPEIRO 2.19 6P/AB/3G        CN/OFF,O - MOVEIS,610.0,955350.3750000001,418,11
487586,COND.SPLIT 12000 COND.GWC12  INV.208,D - ELETROS,479.0,952697.3740987763,105,11
406512,VENT.TET.3P 2L         FENIX BR M220,D - ELETROS,3595.0,939575.166275,1459,9
469135,FOGAO PISO 5B          FE5GP PT MBIV,D - ELETROS,376.0,922701.6540000001,210,11
429204,FOGAO PISO 5B TOP GLASS      BR MBIV,D - ELETROS,711.0,912769.473,326,11
480181,COND.SPLIT COND 9000 HJQI09  INV.180,D - ELETROS,691.0,912160.4868402681,184,11
463743,REFRIG. 2P 347L FF RT468MTA  IX M220,D - ELETROS,295.0,911305.90425,121,7
463955,LAV.ROUPA 13KG WG-02         BR M220,D - ELETROS,477.0,899364.039,174,9
470050,LUSTRE LED 35W NE       LP-201D 5629,I - ILUMINACAO,1909.0,898885.7955,1220,9
337892,"CORAL.LOC DECORA    FC  3,2L BASE MF",S - TINTAS E QUIMICOS,5004.0,892789.6564750001,2527,9
467962,COND.SPLIT 9000 EVAP.42AGVC  INV.157,D - ELETROS,1035.0,892462.1374682692,360,11
441981,LUSTRE LED 3EM1 45W   RS LP-02R 5183,I - ILUMINACAO,1939.0,884293.7565,1101,9
457807,COND.PORT. 10000 REM D6NNA1A    M220,D - ELETROS,270.0,873300.3300000001,223,9
484436,TV LED 75 HDR SMT 4K NANO 75NANO80TS,R - ELETRONICOS,157.0,864409.659,65,11
460283,LAV.ROUPA 17KG BWK17ABANA  BR M220V,D - ELETROS,316.0,850912.503,161,8
470751,COND.SPLIT 12000 COND.GWC12  INV.168,D - ELETROS,436.0,837606.2082462121,185,11
367905,COOKTOP 5B GAS VID.     6985 PT MBIV,D - ELETROS,1193.0,831813.6015,889,11
456650,COND.SPLIT 12000 EVAP.S4NW12 QF  116,D - ELETROS,514.0,830417.2653,266,11
46050,ESMERILHA.ANG 4.1/2 820W   G720 M220,F - FERRAMENTAS,2915.0,825951.02775,1551,9
446034,FECH.DIG.SOB.                 FSP100,"G - PORTAS, JANELAS E FECHADURAS",2379.0,825412.82425,1086,9
466540,VENT.COL.40CM 3V        VF4C PT M127,D - ELETROS,1934.0,798011.7510830857,626,5
467964,COND.SPLIT 12000 EVAP.42AGVC INV.158,D - ELETROS,846.0,784437.5783887783,321,11
471467,PANELA JG ANTIAD.5PC   CZ 9295306577,B - UTILIDADES DOMESTICAS,1572.0,783009.9515000001,852,9
300761,DUCHA OPTIMA          6800W 549 M220,U - METAIS E ACESSORIOS,6232.0,782007.9231045455,2125,9
458428,COND.SPLIT 12000 EVAP. GWC12AAC  121,D - ELETROS,802.0,770465.6667582104,163,11
454104,REFRIG. 2P 386L FF CRM44ABA  BR M127,D - ELETROS,243.0,768692.7150000001,165,4
334452,FORRAGEIRA TRITUR.TRE 25 MN2CV MBIV,M - MAQUINAS E MOTORES,554.0,747484.2690000001,447,9
455282,LAMP.LED  BULBO  T70 30W BR E27 MBIV,I - ILUMINACAO,37271.0,739146.1005081586,5437,9
359007,"FILTRO LINHA  5TOM.1,0M  PT     MBIV",E - MATERIAIS ELETRICOS,22887.0,727281.244656148,3736,9
461149,REFRIG. 2P 400L FF BRM54JBA  BR M127,D - ELETROS,208.0,727150.6305,140,4
319871,DUCHA ND BR BLINDADA  6500W 652 M220,U - METAIS E ACESSORIOS,2261.0,724266.7910967366,907,9
482509,REFLETOR LED AL.50W          5954 BR,I - ILUMINACAO,23785.0,718065.5587621151,2143,9
480678,REFRIG. 2P 411L FF RT42DG66  PT MBIV,D - ELETROS,189.0,699021.3680625,109,7
452084,LAV.ROUPA 12.0KG CWH12BBA    BR M127,D - ELETROS,373.0,693206.591,160,4
467800,COND.SPLIT 9000 EVAP.45HJFI INV. 146,D - ELETROS,759.0,690351.4555141223,124,11
470748,COND.SPLIT 9000 EVAP.GWC09   INV.167,D - ELETROS,775.0,686563.0079006439,206,11
466845,"TINT.PVA.CLASSICA   FC 15,0L BR.NEVE",S - TINTAS E QUIMICOS,2153.0,675215.82975,916,10
489646,FORNO MICR.30L MG3035DSA     PT M220,D - ELETROS,762.0,662272.7895000001,482,7
459682,"PORCEL.A 20X120 ESM.TAVO.C.EXT1,70M2",C - PISOS E REVESTIMENTOS,6286.6,661110.7356,302,10
420163,LAV.ROUPA 11KG DIG LES11     BR M127,D - ELETROS,363.0,658741.6395,151,5
470853,COND.SPLIT 12000 EVAP.AR12CV INV.171,D - ELETROS,702.0,657852.4933147059,235,11
449065,PANELA PRESSAO ANTIAD.4.5L   GR 5481,B - UTILIDADES DOMESTICAS,3692.0,653854.4180000001,752,9
480982,"PORCEL.A 100X100 EPO. AVEN.BRU2,00M2",C - PISOS E REVESTIMENTOS,5468.0,641873.8200000001,172,7
479742,COND.PORT. 12000  MPH-12CRV2    M127,D - ELETROS,165.0,630952.8960000001,137,4
443237,FECH.DIG.EMB.CART.BIO.WF IP65 FDE300,"G - PORTAS, JANELAS E FECHADURAS",357.0,630556.5735,311,8
440041,"PORCEL.A 60X120 EPO.CALA.OR.LX2,20M2",C - PISOS E REVESTIMENTOS,4749.8,629759.13,493,10
439683,ASSENTO SNT PLS OVAL UNIVERSAL    BR,U - METAIS E ACESSORIOS,31234.0,628538.3457198434,2695,9
439331,MANTA CASAL MICROF.180X220 SORTIDA 2,"K - CAMA, MESA E BANHO",12246.0,628166.1073814394,2001,9
480949,COND.SPLIT 9000 EVAP.GWC09AT INV.200,D - ELETROS,717.0,621213.2048416667,234,11
159287,"MOTOSERRA GAS.1,3KW MS170 S30CM 0227",M - MAQUINAS E MOTORES,497.0,618889.0155,410,9
355949,"PIA IX    1C 1,20   FC S/V 93041/556",W - LOUCAS E PIAS,2397.0,618040.199,1599,9
446058,"PORCEL.A 82X82 ESM.CALA.V.CETI2,00M2",C - PISOS E REVESTIMENTOS,7528.0,610571.8500000001,301,10
480180,COND.SPLIT EVAP 9000 HJQI09  INV.180,D - ELETROS,691.0,609022.5958271562,184,11
477961,LUSTRE LED 3EM1 20W    ACR-003D 6058,I - ILUMINACAO,1363.0,602573.5065,896,9
337909,"CORAL.LOC DECORA    FC 16,0L BASE MF",S - TINTAS E QUIMICOS,846.0,595538.35425,596,9
470854,COND.SPLIT 18000 EVAP.AR18CV INV.172,D - ELETROS,470.0,594046.589075,260,11
475770,"PORCEL.A 74X74 ESM.KHALI WH AC1,62M2",C - PISOS E REVESTIMENTOS,6944.94,591456.9553200001,206,8
462856,DISPOSIT.PROTECAO DR2P      40A/30MA,E - MATERIAIS ELETRICOS,5611.0,589532.755,2456,9
462037,"FRITAD.ELET    4,2L EY1158B2 PT M220",D - ELETROS,1391.0,589466.8185,904,9
472051,TAPETE BANH.TEC.040X060 DALLAS SORT2,U - METAIS E ACESSORIOS,19826.0,581356.8647727272,2606,9
201240,TABUA PASSAR ROUPA MAD.    91750/140,B - UTILIDADES DOMESTICAS,5619.0,580983.4315833333,1933,9
403647,PANELA PRESSAO ANTIAD.4.5L   CZ 6776,B - UTILIDADES DOMESTICAS,3196.0,580358.10051256,950,9
7219,"SELADOR ACR.INT/EXT 18,0L       1470",S - TINTAS E QUIMICOS,2433.0,578857.5625,1258,9
415015,SENSOR PRESEN.TETO EMB/SOB. 360G  BR,E - MATERIAIS ELETRICOS,13162.0,578464.1085227273,2416,9
473195,PAINEL LED EMB. 18W BR QUAD.    MBIV,I - ILUMINACAO,38357.0,574123.989303928,1927,9
423336,VENT.MES.50CM 3V        VD50 PT M220,D - ELETROS,1872.0,553255.4918167136,363,7
463951,LAV.ROUPA 11KG SMART WK-02   BR M220,D - ELETROS,165.0,551153.505,68,8
456653,COND.SPLIT 18000 COND.S4UW18 QF  117,D - ELETROS,175.0,546976.29175,139,11
469132,FOGAO PISO 4B          FE4GP PT MBIV,D - ELETROS,278.0,545363.868,209,11
473520,"PORCEL.A 60X120 EPO.FROZEN LUX2,20M2",C - PISOS E REVESTIMENTOS,4118.4,542842.7697000001,332,8
429456,TOM.CJ.2T 2P+T 10A        LGX303 POP,E - MATERIAIS ELETRICOS,29507.0,534192.1515833334,3460,9
429203,FOGAO PISO 4B TOP GLASS      BR MBIV,D - ELETROS,538.0,533650.10475,290,11
395957,"CORAL.LOC DECORA    AC  3,2L BASE MF",S - TINTAS E QUIMICOS,2381.0,527846.6067,1468,9
480556,COND.SPLIT 18000 EVAP.GWC18  INV.185,D - ELETROS,377.0,527417.6073318182,189,11
344180,CAFET.CAPS.15B         VERSA VM M220,D - ELETROS,1204.0,526851.36,636,6
429201,FOGAO PISO 4B SUPREME GLASS  BR MBIV,D - ELETROS,366.0,523588.842,212,10
416633,"PORCEL.A 82X82 EPO.CALATA VE  2,00M2",C - PISOS E REVESTIMENTOS,5476.0,519562.029,333,10
419861,FOGAO PISO 5B SUPREME GLASS TI  MBIV,D - ELETROS,232.0,518776.30350000004,184,11
452121,FRITAD.ELET.4L AFN-40-BI     PT M220,D - ELETROS,1445.0,516742.12123026315,425,8
429206,FOGAO PISO 4B PLUS           PT MBIV,D - ELETROS,638.0,513772.69825,355,11
431261,"REVEST.A 10X20 BRK20010       2,00M2",C - PISOS E REVESTIMENTOS,7706.0,510227.368,514,10
487585,COND.SPLIT 12000 EVAP.GWC12  INV.208,D - ELETROS,479.0,507227.5343301865,105,11
457489,LAMP.LED  BULBO  T60 20W BR E27 MBIV,I - ILUMINACAO,36771.0,503423.8394810212,4850,9
429459,INT.SPL CJ.1S 10A         LGZ010 POP,E - MATERIAIS ELETRICOS,109759.0,502701.8486448341,4464,9
310134,FOGAO PISO 5B AGATA          5062 BR,D - ELETROS,457.0,501234.8215,262,11
465210,"CER.A 80X80 ESM.PSI80050R     2,59M2",C - PISOS E REVESTIMENTOS,11165.49,498646.405005,443,10
483049,"PORCEL.C 74X74 ESM.KHALI WH AC1,62M2",C - PISOS E REVESTIMENTOS,7814.88,497615.8131,203,9
480283,COND.SPLIT 9000 COND.GWC09   INV.184,D - ELETROS,282.0,496470.75757254905,130,10
474095,OLEO LUBR.SINT.HAV.      SP 5W30 1LT,A - AUTOMOTIVO,12108.0,494764.17125,2107,9
467585,FAQUEIRO IX  24PC HAVANA    66945017,B - UTILIDADES DOMESTICAS,2836.0,494222.31075,1492,9
484378,FECH.DIG.SOB.                  FR102,"G - PORTAS, JANELAS E FECHADURAS",1158.0,493613.05,750,9
446074,"PORCEL.A 60X120 ESM.ROYAL B.SAT2,20M",C - PISOS E REVESTIMENTOS,3484.8,488663.1057000001,356,9
471925,ARAND.LED SOB. SIERRA  6W PT AM MBIV,I - ILUMINACAO,8417.0,485111.0775,1810,9
487012,TV LED 65 UHD SMT 4K QNED 65QNED80TS,R - ELETRONICOS,97.0,482282.0625,84,7
453327,FECH.DIG.EMB. BIO.            FDE101,"G - PORTAS, JANELAS E FECHADURAS",348.0,478285.0800000001,311,8
300807,DUCHA OPTIMA          5500W 548 M127,U - METAIS E ACESSORIOS,3842.0,478103.33435677056,902,3
419040,FOGAO PISO 4B SUPREME GLASS  TI MBIV,D - ELETROS,264.0,467637.408,211,11
459675,"REVEST.A 45X90 QUANTUM ONIX LX2,00M2",C - PISOS E REVESTIMENTOS,4078.0,467198.256,482,10
419820,TORNEIRA PIA PARE.PT HYDRAMOTION1168,U - METAIS E ACESSORIOS,7678.0,464862.8120175439,578,9
467402,SERRA CIRC.BANC.10 1800W SST1801 220,M - MAQUINAS E MOTORES,243.0,462200.256,231,9
470178,LAV.ROUPA 13.0KG BWK13A9     PR M220,D - ELETROS,191.0,460041.435,114,8
480981,"PORCEL.A 100X100 ESM. AVE.B.EX2,00M2",C - PISOS E REVESTIMENTOS,4614.0,456590.73600000003,153,8
469421,CADEIRA FIBRA DIANA               PL,O - MOVEIS,2743.0,456130.01700000005,532,9
474264,"PORCEL.A 60X60 EPO.LINK GRY.RT1,80M2",C - PISOS E REVESTIMENTOS,5538.6,455788.8657,276,10
467967,COND.SPLIT 18000 COND.38AGVC INV.159,D - ELETROS,157.0,453433.30725,113,10
452576,"PORCEL.A 90X90  ESM.MARM.CETIM2,40M2",C - PISOS E REVESTIMENTOS,4716.0,452933.46,248,9
249007,FECH.EX RM IXP 900/882        VICTO.,"G - PORTAS, JANELAS E FECHADURAS",2242.0,450924.1485,1142,9
470750,COND.SPLIT 12000 EVAP.GWC12  INV.168,D - ELETROS,434.0,450421.1109125,183,11
382143,"SUV.SC TOQUE.LUZ    SB 16,0L BASE A2",S - TINTAS E QUIMICOS,554.0,438746.231,362,9
432017,CONSERV.HOR 2P 468L      ECH500 M220,N - INDUSTRIAL E NEGOCIOS,113.0,432025.6605,84,9
460987,"CER.A 54X54 PRESTON MRE HD    2,62M2",C - PISOS E REVESTIMENTOS,11672.1,429181.10746,715,10
466112,CORTINA 200X160 PTK LISA SLIM     TP,V - DECORACAO,4424.0,426344.8595,1859,9
258513,FECH.EX EM CR  1201       ITALY SOFT,"G - PORTAS, JANELAS E FECHADURAS",7854.0,425866.1165,2293,9
454965,LAV.ROUPA 14KG DIG LED14   BR M127,D - ELETROS,198.0,423232.08900000004,118,4
404474,"PORCEL.A 90X90 ESM.STUDIO GRAY2,40M2",C - PISOS E REVESTIMENTOS,3988.8,422675.1648,121,8
202481,CUBA LOC.SEMI-EN.QUAD.BASIC Q2  BR01,W - LOUCAS E PIAS,565.0,422375.5305,312,9
430289,PANELEIRO 70CM 2P/3G  FRJ/OFW 500336,O - MOVEIS,304.0,420551.2395,251,11
463959,FREEZER HOR. 1P 100L CFA10B2 BR M220,N - INDUSTRIAL E NEGOCIOS,277.0,419277.1485,143,8
399366,PAPELEIRA SUSPENSA 2ROLOS BR    0077,U - METAIS E ACESSORIOS,21422.0,419116.1937542122,3967,9
475767,"PORCEL.A 74X74 ESM.MUNA.BR AC 1,62M2",C - PISOS E REVESTIMENTOS,4608.9,418001.979465,139,9
487712,"PORCEL.A 120X120 EPO. ARAM.WH 2,88M2",C - PISOS E REVESTIMENTOS,3121.92,416898.34704,90,5
440063,"REVEST.A 45X90 FOLHAS BIANCO  2,00M2",C - PISOS E REVESTIMENTOS,3660.0,416461.815,375,10
461004,"REVEST.A 37X59 OHIO BEIGE HD  2,43M2",C - PISOS E REVESTIMENTOS,11136.69,414361.97554500005,1109,9
469140,FOGAO PISO 5B          FE5DP PT M220,D - ELETROS,109.0,414110.4975,82,8
470234,"CER.A 63X63 PSI63660R      P4 2,79M2",C - PISOS E REVESTIMENTOS,11235.33,412317.5719005,369,9
474576,FURAD/PARAF.1/2 IMP. 600W EFI600 220,F - FERRAMENTAS,2186.0,412129.473,896,9
470051,LUSTRE LED 30W NE       LP-203D 5683,I - ILUMINACAO,1157.0,411336.942,767,9
454106,REFRIG. 2P 386L FF CRM44AKA  IX M127,D - ELETROS,119.0,408650.7075,94,5
431538,MESA SALA 1.30X0.78 AURORA     NT/PT,O - MOVEIS,819.0,407929.78975,548,11
446526,"CER.A 54X54 FREMONT HD     P4 2,62M2",C - PISOS E REVESTIMENTOS,12028.42,406877.893065,554,9
480979,"PORCEL.A 100X100 ESM. AVE.B.AC2,00M2",C - PISOS E REVESTIMENTOS,3854.0,404088.636,103,7
430292,ARMARIO AEREO 1.20 1P   FRJ   500330,O - MOVEIS,479.0,401183.2965,326,11
347351,DUCHA FIT BLINDADA EL.BR  6500W M220,U - METAIS E ACESSORIOS,935.0,399617.401,537,9
307173,PLAFON VID.FS  BR/BR 25CM   CL725PBN,I - ILUMINACAO,9491.0,394997.0765,2226,9
471190,"CER.A 67X67 NAUTICO HD     P4 2,71M2",C - PISOS E REVESTIMENTOS,9951.12,394035.421395,483,8
475293,REFLETOR LED AL.200W         5959 BR,I - ILUMINACAO,2296.0,388304.042,757,9
471923,ARAND.LED SOB. SIERRA  6W BR AM MBIV,I - ILUMINACAO,7130.0,387632.20825,1786,9
487713,"PORCEL.A 120X120 ESM. ARAM.CET2,88M2",C - PISOS E REVESTIMENTOS,3576.96,387231.0624,100,5
385797,BACIA KIT COMPL. CLEAN            BR,W - LOUCAS E PIAS,298.0,386113.77,182,9
423168,FRITAD.ELET.3.5L  FAMILY   AF30 M220,D - ELETROS,1179.0,380828.049,467,9
456652,COND.SPLIT 18000 EVAP.S4NW18 QF  117,D - ELETROS,175.0,379253.231,139,11
442253,LAV.ROUPA 17KG DIG LEC17     BR M220,D - ELETROS,139.0,376072.221,94,8
402011,REFRIG. 2P 340L FF    BR  CRM39 M127,D - ELETROS,133.0,376011.4155,84,5
417899,PAPELEIRA SUSPENSA 2ROLOS PT    0076,U - METAIS E ACESSORIOS,18839.0,373685.26238636364,4286,9
483694,"PORCEL.A 60X60 ESM.KHALI WH AC1,80M2",C - PISOS E REVESTIMENTOS,4964.4,373583.9772,214,8
430299,BALCAO COZ.1.20 1P/4G  FRJ/OFW 500335,O - MOVEIS,280.0,371547.96,228,11
450067,CAFET.CAPS. G1     LOV BASIC VM 220V,D - ELETROS,961.0,365730.6345,542,7
450470,MESA LAT. 0.45X0.30 MDF        BR/DO,O - MOVEIS,2495.0,364663.54400000005,1613,9
404557,VITRINE VER 1P 284L CERVEJA VCFCM220,N - INDUSTRIAL E NEGOCIOS,71.0,363651.036,67,10
483704,"PORCEL.A 60X60 ESM.KHAL.WH EXT1,80M2",C - PISOS E REVESTIMENTOS,4696.2,360596.09880000004,236,8
311854,VENT.TET.3P 2L         AIRES BR M127,D - ELETROS,1311.0,360179.4866818182,463,3
458798,FOGAO PISO 4B CARIBE 4112    PT MBIV,D - ELETROS,454.0,359312.5725,259,11
